"CASGEM_STATION_ID","Year","Month","GS_ELEVATION","RP_ELEVATION","WS_READING","RP_READING","WSEL_calc","LATITUDE","LONGITUDE"
2250,2014,3,179.5,179.9,0,192,-12.5,37.9896,-120.9966
2250,2012,3,179.5,179.9,0,188.9,-9.40000000000001,37.9896,-120.9966
2250,2012,10,179.5,179.9,0,191.2,-11.7,37.9896,-120.9966
2268,2014,3,116,117.3,0,155.4,-39.4,38.2217,-121.1507
2268,2013,10,116,117.3,0,161.8,-45.8,38.2217,-121.1507
2268,2015,3,116,117.3,2,158,-42,38.2217,-121.1507
2268,2012,3,116,117.3,0,150.4,-34.4,38.2217,-121.1507
2268,2016,3,116,117.3,25,185,-69,38.2217,-121.1507
2268,2013,3,116,117.3,7,160,-44,38.2217,-121.1507
2268,2014,10,116,117.3,0,164,-48,38.2217,-121.1507
2268,2011,11,116,117.3,0,154.5,-38.5,38.2217,-121.1507
2268,2012,11,116,117.3,12.5,170,-54,38.2217,-121.1507
2269,2013,10,150,151.9,0,160.7,-10.7,38.1981,-121.0663
2269,2011,11,150,151.9,0,155.4,-5.40000000000001,38.1981,-121.0663
2269,2013,3,150,151.9,0,155,-5,38.1981,-121.0663
2269,2012,11,150,151.9,20.5,180,-30,38.1981,-121.0663
2269,2012,3,150,151.9,0,153,-3,38.1981,-121.0663
2270,2013,3,133.2,133.7,-0.2,160,-26.8,38.2056,-121.1157
2270,2012,11,133.2,133.7,11.5,170,-36.8,38.2056,-121.1157
2270,2012,4,133.2,133.7,14,170,-36.8,38.2056,-121.1157
2271,2013,10,114,114.9,0,150.6,-36.6,38.1806,-121.1113
2271,2013,3,114,114.9,1,145,-31,38.1806,-121.1113
2271,2012,3,114,114.9,0,142.1,-28.1,38.1806,-121.1113
2271,2011,11,114,114.9,0,145.1,-31.1,38.1806,-121.1113
2271,2012,11,114,114.9,16.5,165,-51,38.1806,-121.1113
2273,2011,11,105,105.9,0,139.5,-34.5,38.1476,-121.1308
2273,2013,3,105,105.9,0,139,-34,38.1476,-121.1308
2273,2012,11,105,105.9,13,155,-50,38.1476,-121.1308
2273,2013,10,105,105.9,0,146.1,-41.1,38.1476,-121.1308
2273,2012,3,105,105.9,0,136.6,-31.6,38.1476,-121.1308
2278,2012,3,250,250.3,0,266.4,-16.4,38.1527,-121.0403
2278,2011,11,250,250.3,0,266.7,-16.7,38.1527,-121.0403
2278,2013,10,250,250.3,0,267.9,-17.9,38.1527,-121.0403
2411,2011,10,118,119,0,61,57,37.7061,-121.4199
2411,2013,10,118,119,0,62.1,55.9,37.7061,-121.4199
2411,2012,10,118,119,18.5,80,38,37.7061,-121.4199
2411,2012,3,118,119,3.5,65,53,37.7061,-121.4199
2434,2011,4,209.47,210.47,0,133.4,76.07,37.6391,-121.3663
2434,2011,12,209.47,210.47,0,133,76.47,37.6391,-121.3663
2434,2014,3,209.47,210.47,1.6,136,73.47,37.6391,-121.3663
2434,2013,11,209.47,210.47,4.7,140,69.47,37.6391,-121.3663
2441,2012,11,59.09,59.69,0,63.3,-4.20999999999999,37.6974,-121.3258
2441,2015,3,59.09,59.69,0,75.5,-16.41,37.6974,-121.3258
2441,2014,10,59.09,59.69,0,82.2,-23.11,37.6974,-121.3258
2441,2011,4,59.09,59.69,0,68.7,-9.61,37.6974,-121.3258
2441,2014,3,59.09,59.69,0,62.4,-3.31,37.6974,-121.3258
2441,2016,3,59.09,59.69,0,65.7,-6.61,37.6974,-121.3258
2441,2015,10,59.09,59.69,0,87.6,-28.51,37.6974,-121.3258
2441,2013,4,59.09,59.69,0,69.6,-10.51,37.6974,-121.3258
2441,2013,11,59.09,59.69,0,70,-10.91,37.6974,-121.3258
2441,2011,12,59.09,59.69,0,60,-0.909999999999997,37.6974,-121.3258
2441,2016,10,59.09,59.69,0,84.1,-25.01,37.6974,-121.3258
2728,2013,3,91,91.7,1,125,-34,38.1233,-121.1351
2728,2012,11,91,91.7,26.5,155,-64,38.1233,-121.1351
2731,2012,4,136.5,136.5,0,178.1,-41.6,38.1015,-121.1456
2731,2012,11,84.5,84.7,0,131.1,-46.6,38.1015,-121.1456
2731,2011,11,84.5,84.7,0,129,-44.5,38.1015,-121.1456
2732,2012,11,136.5,136.5,0,189.8,-53.3,38.1008,-121.081
2732,2013,3,136.5,136.5,9.5,190,-53.5,38.1008,-121.081
2732,2013,10,136.5,136.5,0,188.3,-51.8,38.1008,-121.081
2732,2014,3,136.5,136.9,0,184,-47.5,38.1008,-121.081
2732,2015,10,138.83,138.83,0,193.5,-54.67,38.1008,-121.081
2732,2011,11,136.5,136.5,0,181.4,-44.9,38.1008,-121.081
2732,2015,3,136.5,136.5,0,185.2,-48.7,38.1008,-121.081
2732,2016,3,136.5,136.5,0,188.8,-52.3,38.1008,-121.081
2732,2014,10,136.5,136.5,4,195,-58.5,38.1008,-121.081
2732,2016,10,136.5,136.5,0,196.8,-60.3,38.1008,-121.081
2732,2012,3,126.4,128,0,169.8,-43.4,38.1008,-121.081
2734,2012,11,126.4,128,0,176.6,-50.2,38.0759,-121.0789
2734,2011,11,126.4,128,0,171.7,-45.3,38.0759,-121.0789
2734,2013,3,126.4,128,2,175,-48.6,38.0759,-121.0789
2745,2013,3,87.28,87.88,1.1,135,-47.72,38.06,-121.1241
2745,2011,4,87.28,87.88,0,128.6,-41.32,38.06,-121.1241
2745,2016,10,87.28,87.88,3.1,162,-74.72,38.06,-121.1241
2745,2014,10,87.28,87.88,-0.4,151,-63.72,38.06,-121.1241
2745,2012,10,87.28,87.88,4.6,152,-64.72,38.06,-121.1241
2745,2015,3,87.28,87.88,0.8,152,-64.72,38.06,-121.1241
2745,2013,10,87.28,87.88,4.8,151,-63.72,38.06,-121.1241
2745,2014,3,87.28,87.88,1.7,139,-51.72,38.06,-121.1241
2745,2011,11,87.28,87.88,0,137.9,-50.62,38.06,-121.1241
2745,2015,10,87.28,87.88,15,175,-87.72,38.06,-121.1241
2745,2012,4,87.28,87.88,-0.3,130,-42.72,38.06,-121.1241
2745,2016,3,87.28,87.88,1,154,-66.72,38.06,-121.1241
2751,2012,3,169.8,170,0,84.3,85.5,38.076,-120.9296
2751,2016,3,169.8,170,0,89.3,80.5,38.076,-120.9296
2751,2014,10,169.8,170,5.5,95,74.8,38.076,-120.9296
2751,2012,10,169.8,170,0,86.4,83.4,38.076,-120.9296
2751,2013,3,169.8,170,0.5,85,84.8,38.076,-120.9296
2751,2011,10,169.8,170,0,85.1,84.7,38.076,-120.9296
